numbers,tripduration,starttime,stoptime,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude,usertype,birth year,gender
307,234,2019-01-10 19:28:36.8810,2019-01-10 19:32:31.1160,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1972,1
308,236,2019-01-10 19:36:28.0030,2019-01-10 19:40:24.2540,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1985,1
309,253,2019-01-10 20:00:58.0640,2019-01-10 20:05:11.4690,Exchange Place,40.7162469,-74.0334588,Washington St,40.7242941,-74.0354826,Subscriber,1977,1
310,380,2019-01-10 20:03:56.2840,2019-01-10 20:10:16.9510,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1989,1
311,287,2019-01-10 20:22:24.6430,2019-01-10 20:27:11.8880,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1986,1
312,99,2019-01-10 20:59:21.6690,2019-01-10 21:01:00.8830,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1989,1
313,201,2019-01-10 22:17:08.0250,2019-01-10 22:20:29.5880,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1987,1
314,215,2019-01-10 22:41:37.1790,2019-01-10 22:45:12.9650,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1993,1
315,240,2019-01-11 00:24:59.5150,2019-01-11 00:28:59.9610,Exchange Place,40.7162469,-74.0334588,City Hall,40.717732500000004,-74.04384499999999,Subscriber,1980,1
316,177,2019-01-11 00:37:30.9520,2019-01-11 00:40:28.2170,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1973,1
317,510,2019-01-11 00:38:04.0400,2019-01-11 00:46:34.7380,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1985,2
318,1184,2019-01-11 12:26:30.0150,2019-01-11 12:46:14.5870,Exchange Place,40.7162469,-74.0334588,Exchange Place,40.7162469,-74.0334588,Subscriber,1969,0
319,1305,2019-01-11 16:23:53.5380,2019-01-11 16:45:39.4500,Exchange Place,40.7162469,-74.0334588,McGinley Square,40.7253399253558,-74.06762212514876,Subscriber,1973,2
320,929,2019-01-11 16:37:14.0290,2019-01-11 16:52:43.0690,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1968,1
321,428,2019-01-11 16:57:01.7630,2019-01-11 17:04:10.3000,Exchange Place,40.7162469,-74.0334588,Newark Ave,40.72152515,-74.046304543,Subscriber,1976,1
322,372,2019-01-11 17:05:44.7630,2019-01-11 17:11:56.9020,Exchange Place,40.7162469,-74.0334588,Manila & 1st,40.72165072487999,-74.04288411140442,Subscriber,1980,1
323,349,2019-01-11 17:47:18.6230,2019-01-11 17:53:07.7690,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1994,2
324,706,2019-01-11 17:47:57.2460,2019-01-11 17:59:43.5240,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1990,1
325,145,2019-01-11 17:53:21.3840,2019-01-11 17:55:46.6030,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1982,1
326,257,2019-01-11 17:54:58.5730,2019-01-11 17:59:16.5520,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1988,1
327,398,2019-01-11 18:02:32.8550,2019-01-11 18:09:11.8160,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1954,1
328,340,2019-01-11 18:12:30.9390,2019-01-11 18:18:11.6970,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1981,0
329,254,2019-01-11 18:34:59.3940,2019-01-11 18:39:13.7220,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1972,1
330,148,2019-01-11 18:35:46.2810,2019-01-11 18:38:15.0590,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1987,1
331,294,2019-01-11 18:46:49.2200,2019-01-11 18:51:43.9420,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1979,1
332,279,2019-01-11 18:55:21.8030,2019-01-11 19:00:01.4130,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1990,1
333,205,2019-01-11 19:09:26.9780,2019-01-11 19:12:52.7930,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1978,1
334,210,2019-01-11 19:19:21.1870,2019-01-11 19:22:51.9960,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1986,1
335,277,2019-01-11 19:48:58.0380,2019-01-11 19:53:35.5650,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1968,2
336,458,2019-01-12 13:55:18.7710,2019-01-12 14:02:57.4030,Exchange Place,40.7162469,-74.0334588,Newport PATH,40.7272235,-74.03375890000001,Subscriber,1973,1
337,1109,2019-01-12 14:22:52.8030,2019-01-12 14:41:22.0920,Exchange Place,40.7162469,-74.0334588,Montgomery St,40.71942,-74.05099,Subscriber,1965,1
338,264,2019-01-12 15:49:30.2830,2019-01-12 15:53:54.7990,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1963,1
339,91,2019-01-12 16:10:54.4980,2019-01-12 16:12:25.5550,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1988,1
340,241,2019-01-12 16:59:11.0460,2019-01-12 17:03:12.0530,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1984,1
341,508,2019-01-12 17:42:17.1620,2019-01-12 17:50:46.1350,Exchange Place,40.7162469,-74.0334588,Newark Ave,40.72152515,-74.046304543,Subscriber,1992,2
342,138,2019-01-12 17:59:09.7700,2019-01-12 18:01:28.4000,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1997,1
343,91,2019-01-12 19:52:26.8190,2019-01-12 19:53:57.8610,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1978,1
344,255,2019-01-12 23:21:21.0020,2019-01-12 23:25:36.7790,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1980,1
345,360,2019-01-13 08:24:12.8400,2019-01-13 08:30:13.1860,Exchange Place,40.7162469,-74.0334588,JC Medical Center,40.71653978099194,-74.0496379137039,Subscriber,1976,2
346,1181,2019-01-13 11:41:41.0140,2019-01-13 12:01:22.0910,Exchange Place,40.7162469,-74.0334588,Marin Light Rail,40.71458403535893,-74.04281705617905,Subscriber,1993,1
347,315,2019-01-13 15:32:05.6510,2019-01-13 15:37:21.1340,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,Subscriber,1970,1
348,624,2019-01-13 16:22:15.8930,2019-01-13 16:32:40.6690,Exchange Place,40.7162469,-74.0334588,Dixon Mills,40.72163014263835,-74.04996782541275,Subscriber,1987,2
349,1293,2019-01-13 16:42:16.5080,2019-01-13 17:03:49.5210,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1975,2
350,472,2019-01-13 18:24:55.9220,2019-01-13 18:32:48.6470,Exchange Place,40.7162469,-74.0334588,Jersey & 3rd,40.723331586464354,-74.04595255851744,Subscriber,1988,1
351,80,2019-01-14 08:29:03.3430,2019-01-14 08:30:24.1300,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1975,1
352,297,2019-01-14 08:55:54.4230,2019-01-14 09:00:51.6110,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1989,1
353,311,2019-01-14 15:54:14.4070,2019-01-14 15:59:25.6650,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1958,1
354,204,2019-01-14 16:43:58.1300,2019-01-14 16:47:22.7770,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1987,1
355,417,2019-01-14 17:04:16.7950,2019-01-14 17:11:13.8760,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1941,2
356,540,2019-01-14 17:13:53.4840,2019-01-14 17:22:53.6300,Exchange Place,40.7162469,-74.0334588,Newport PATH,40.7272235,-74.03375890000001,Subscriber,1977,1
357,277,2019-01-14 17:14:17.6750,2019-01-14 17:18:55.0630,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1980,1
358,567,2019-01-14 17:23:26.5930,2019-01-14 17:32:53.8100,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1980,1
359,183,2019-01-14 17:28:37.6360,2019-01-14 17:31:41.5250,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1990,1
360,157,2019-01-14 17:32:05.4370,2019-01-14 17:34:42.6370,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1969,0
361,170,2019-01-14 17:32:09.6960,2019-01-14 17:34:59.8690,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1981,1
362,258,2019-01-14 17:32:58.4250,2019-01-14 17:37:17.3900,Exchange Place,40.7162469,-74.0334588,Marin Light Rail,40.71458403535893,-74.04281705617905,Subscriber,1993,1
363,406,2019-01-14 17:36:23.3180,2019-01-14 17:43:09.7610,Exchange Place,40.7162469,-74.0334588,Newark Ave,40.72152515,-74.046304543,Subscriber,1976,1
364,593,2019-01-14 17:38:10.2460,2019-01-14 17:48:03.5360,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1996,2
365,185,2019-01-14 17:39:53.9700,2019-01-14 17:42:59.2430,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1960,1
366,207,2019-01-14 18:03:40.5420,2019-01-14 18:07:08.5050,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1987,1
367,357,2019-01-14 18:05:52.9350,2019-01-14 18:11:50.0520,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1983,1
368,423,2019-01-14 18:06:19.1870,2019-01-14 18:13:22.8800,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,Subscriber,1962,1
369,259,2019-01-14 18:09:38.7050,2019-01-14 18:13:57.9990,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1979,1
370,280,2019-01-14 18:25:27.8460,2019-01-14 18:30:08.4710,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1986,1
371,358,2019-01-14 18:25:50.7450,2019-01-14 18:31:48.7450,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1994,2
372,266,2019-01-14 18:28:13.9680,2019-01-14 18:32:40.5720,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1981,0
373,190,2019-01-14 18:28:23.6470,2019-01-14 18:31:33.8990,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1988,2
374,220,2019-01-14 18:28:33.8020,2019-01-14 18:32:14.5340,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1972,1
375,295,2019-01-14 18:31:07.7900,2019-01-14 18:36:03.6740,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1990,1
376,418,2019-01-14 18:33:58.3350,2019-01-14 18:40:56.4440,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1974,1
377,178,2019-01-14 19:01:29.7720,2019-01-14 19:04:27.9290,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1982,1
378,397,2019-01-14 19:06:30.9660,2019-01-14 19:13:08.9040,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1993,1
379,529,2019-01-14 19:53:52.0790,2019-01-14 20:02:41.4180,Exchange Place,40.7162469,-74.0334588,Newport PATH,40.7272235,-74.03375890000001,Subscriber,1991,1
380,234,2019-01-14 20:11:37.4180,2019-01-14 20:15:32.0110,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1968,2
381,309,2019-01-14 20:13:19.3730,2019-01-14 20:18:29.0310,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,Subscriber,1969,0
382,266,2019-01-14 22:04:01.1140,2019-01-14 22:08:27.8670,Exchange Place,40.7162469,-74.0334588,Washington St,40.7242941,-74.0354826,Subscriber,1988,1
383,263,2019-01-14 22:34:47.4870,2019-01-14 22:39:11.0990,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1992,1
384,271,2019-01-15 08:05:22.7900,2019-01-15 08:09:54.0890,Exchange Place,40.7162469,-74.0334588,City Hall,40.717732500000004,-74.04384499999999,Subscriber,1986,1
385,74,2019-01-15 08:27:06.7400,2019-01-15 08:28:20.7910,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1975,1
386,352,2019-01-15 14:28:39.0860,2019-01-15 14:34:31.2730,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1941,2
387,1400,2019-01-15 14:39:16.2070,2019-01-15 15:02:36.7380,Exchange Place,40.7162469,-74.0334588,Pershing Field,40.742677141,-74.051788633,Subscriber,1991,1
388,346,2019-01-15 16:08:06.9440,2019-01-15 16:13:53.1050,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1965,1
389,215,2019-01-15 16:37:51.0920,2019-01-15 16:41:26.9110,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1968,1
390,158,2019-01-15 16:43:08.7350,2019-01-15 16:45:47.1730,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1987,1
391,2585,2019-01-15 17:13:53.9560,2019-01-15 17:56:59.8290,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1993,1
392,303,2019-01-15 17:19:39.3710,2019-01-15 17:24:43.2020,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1970,1
393,121,2019-01-15 17:26:53.8700,2019-01-15 17:28:55.7060,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1969,0
394,534,2019-01-15 17:32:04.5090,2019-01-15 17:40:58.9190,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1980,1
395,663,2019-01-15 17:32:58.1270,2019-01-15 17:44:02.0990,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.72568548362901,-74.0487903356552,Subscriber,1969,0
396,245,2019-01-15 17:32:51.4420,2019-01-15 17:36:56.5310,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1976,1
397,160,2019-01-15 17:50:09.6140,2019-01-15 17:52:49.7560,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1960,1
398,258,2019-01-15 17:50:29.2140,2019-01-15 17:54:47.9700,Exchange Place,40.7162469,-74.0334588,City Hall,40.717732500000004,-74.04384499999999,Subscriber,1994,1
399,236,2019-01-15 17:53:56.4420,2019-01-15 17:57:52.9040,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1989,2
400,161,2019-01-15 17:56:47.0680,2019-01-15 17:59:28.1160,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1988,2
401,360,2019-01-15 17:58:52.6780,2019-01-15 18:04:53.3700,Exchange Place,40.7162469,-74.0334588,Newport PATH,40.7272235,-74.03375890000001,Subscriber,1990,1
402,348,2019-01-15 17:59:22.4170,2019-01-15 18:05:10.7520,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1994,2
403,85,2019-01-15 17:59:30.0060,2019-01-15 18:00:55.4680,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1987,1
404,362,2019-01-15 18:07:58.9170,2019-01-15 18:14:01.2080,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1985,1
405,263,2019-01-15 18:08:30.9370,2019-01-15 18:12:54.3020,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1979,1
406,372,2019-01-15 18:20:08.8910,2019-01-15 18:26:21.3840,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1970,1
407,922,2019-01-15 18:20:10.4910,2019-01-15 18:35:33.3050,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.72568548362901,-74.0487903356552,Subscriber,1958,1
408,212,2019-01-15 18:24:49.3210,2019-01-15 18:28:22.1480,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1981,0
409,292,2019-01-15 18:26:08.6750,2019-01-15 18:31:01.3690,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1972,1
410,290,2019-01-15 18:41:55.2600,2019-01-15 18:46:45.8120,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1993,1
411,214,2019-01-15 18:48:50.9100,2019-01-15 18:52:24.9920,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1982,1
412,369,2019-01-15 18:59:37.7640,2019-01-15 19:05:46.8370,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1992,1
413,191,2019-01-15 19:14:53.6190,2019-01-15 19:18:04.7410,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1992,2
414,176,2019-01-15 19:59:05.5880,2019-01-15 20:02:01.8810,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1983,1
415,374,2019-01-15 20:01:11.2970,2019-01-15 20:07:25.3610,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1993,2
416,143,2019-01-15 20:09:20.1730,2019-01-15 20:11:43.5220,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1989,1
417,1483,2019-01-15 20:10:54.1690,2019-01-15 20:35:37.9140,Exchange Place,40.7162469,-74.0334588,Oakland Ave,40.7376037,-74.05247829999999,Subscriber,1981,1
418,407,2019-01-15 21:21:23.8640,2019-01-15 21:28:11.4230,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1989,1
419,556,2019-01-15 21:22:48.5490,2019-01-15 21:32:05.2380,Exchange Place,40.7162469,-74.0334588,Dixon Mills,40.72163014263835,-74.04996782541275,Subscriber,1978,1
420,286,2019-01-15 22:29:22.2210,2019-01-15 22:34:08.2570,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1993,1
421,207,2019-01-15 22:52:25.7700,2019-01-15 22:55:53.6200,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1986,1
422,235,2019-01-16 04:41:42.8200,2019-01-16 04:45:38.8040,Exchange Place,40.7162469,-74.0334588,Exchange Place,40.7162469,-74.0334588,Subscriber,1975,1
423,119,2019-01-16 07:29:27.6310,2019-01-16 07:31:27.0250,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1966,1
424,74,2019-01-16 08:28:59.3560,2019-01-16 08:30:13.7670,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1975,1
425,263,2019-01-16 10:52:50.4320,2019-01-16 10:57:14.3400,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1984,1
426,249,2019-01-16 12:11:26.1300,2019-01-16 12:15:35.9670,Exchange Place,40.7162469,-74.0334588,Washington St,40.7242941,-74.0354826,Subscriber,1981,1
427,170,2019-01-16 12:20:50.3060,2019-01-16 12:23:40.7830,Exchange Place,40.7162469,-74.0334588,Columbus Drive,40.71835519823214,-74.03891444206238,Subscriber,1978,1
428,306,2019-01-16 15:07:30.5720,2019-01-16 15:12:36.8440,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1968,1
429,328,2019-01-16 16:59:31.3640,2019-01-16 17:04:59.8430,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1980,1
430,184,2019-01-16 17:04:46.6110,2019-01-16 17:07:51.5490,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1974,1
431,111,2019-01-16 17:23:08.2600,2019-01-16 17:24:59.4420,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1960,1
432,662,2019-01-16 17:23:45.2150,2019-01-16 17:34:47.8960,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1996,2
433,109,2019-01-16 17:27:44.0030,2019-01-16 17:29:33.9930,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1969,0
434,633,2019-01-16 17:38:39.9410,2019-01-16 17:49:13.6690,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.72568548362901,-74.0487903356552,Subscriber,1969,0
435,232,2019-01-16 17:40:18.8070,2019-01-16 17:44:10.9020,Exchange Place,40.7162469,-74.0334588,Marin Light Rail,40.71458403535893,-74.04281705617905,Subscriber,1969,0
436,130,2019-01-16 17:50:17.0800,2019-01-16 17:52:27.3280,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1982,1
437,219,2019-01-16 18:00:46.7010,2019-01-16 18:04:26.6940,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1982,1
438,615,2019-01-16 18:14:34.9550,2019-01-16 18:24:50.3440,Exchange Place,40.7162469,-74.0334588,Jersey & 6th St,40.72528910781132,-74.04557168483734,Subscriber,1977,1
439,428,2019-01-16 18:19:00.5780,2019-01-16 18:26:09.0890,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1970,1
440,151,2019-01-16 18:33:41.7480,2019-01-16 18:36:13.0950,Exchange Place,40.7162469,-74.0334588,Grand St,40.71517767732029,-74.03768330812454,Subscriber,1990,1
441,538,2019-01-16 18:35:21.4460,2019-01-16 18:44:20.2180,Exchange Place,40.7162469,-74.0334588,JC Medical Center,40.71653978099194,-74.0496379137039,Subscriber,1982,2
442,238,2019-01-16 18:44:40.6590,2019-01-16 18:48:39.6570,Exchange Place,40.7162469,-74.0334588,City Hall,40.717732500000004,-74.04384499999999,Subscriber,1980,1
443,164,2019-01-16 18:45:02.5680,2019-01-16 18:47:46.7910,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1981,0
444,218,2019-01-16 18:45:17.7590,2019-01-16 18:48:56.3890,Exchange Place,40.7162469,-74.0334588,Warren St,40.721123600000006,-74.03805095,Subscriber,1972,1
445,587,2019-01-16 18:45:42.1100,2019-01-16 18:55:30.0710,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.72568548362901,-74.0487903356552,Subscriber,1985,1
446,174,2019-01-16 18:54:27.0550,2019-01-16 18:57:21.8670,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1987,1
447,261,2019-01-16 19:24:20.8330,2019-01-16 19:28:42.2600,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1990,1
448,289,2019-01-16 19:24:34.1490,2019-01-16 19:29:23.9660,Exchange Place,40.7162469,-74.0334588,Washington St,40.7242941,-74.0354826,Subscriber,1977,1
449,365,2019-01-16 20:00:19.6790,2019-01-16 20:06:25.5600,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1989,1
450,203,2019-01-16 20:59:06.1010,2019-01-16 21:02:30.0570,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.03852552175522,Subscriber,1994,1
451,109,2019-01-17 07:19:38.7870,2019-01-17 07:21:28.5310,Exchange Place,40.7162469,-74.0334588,Harborside,40.71925170000001,-74.034234,Subscriber,1985,2
452,67,2019-01-17 08:23:46.7030,2019-01-17 08:24:53.9350,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1975,1
453,98,2019-01-17 08:56:58.5350,2019-01-17 08:58:37.1980,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,Subscriber,1981,1
454,174,2019-01-17 12:38:50.5310,2019-01-17 12:41:45.4000,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1980,1
455,588,2019-01-17 14:53:25.5790,2019-01-17 15:03:13.7060,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1985,1
456,616,2019-01-17 16:10:15.0280,2019-01-17 16:20:31.8390,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.711242299999995,-74.0557013,Subscriber,1980,1
457,275,2019-01-17 17:01:01.3640,2019-01-17 17:05:37.2610,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,Subscriber,1968,2
458,461,2019-01-17 17:17:16.7080,2019-01-17 17:24:58.3170,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.71958611647166,-74.0431174635887,Subscriber,1981,1
459,210,2019-01-17 17:21:03.1700,2019-01-17 17:24:33.2470,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.712774200000005,-74.03648570000001,Subscriber,1970,1
460,364,2019-01-17 17:23:50.0400,2019-01-17 17:29:54.6800,Exchange Place,40.7162469,-74.0334588,Manila & 1st,40.72165072487999,-74.04288411140442,Subscriber,1980,1
461,644,2019-01-17 17:29:40.7720,2019-01-17 17:40:24.9500,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.728744799999994,-74.03210820000001,Subscriber,1996,2
